ID,RInbound,RTravTime1,RTravTime2,outbound,shopfreq,satorsun,depmam,outdepmam,depmam_r,outdepmam_r,Duration,BegPurp2,EndPurp2,BegSta_lat,BegStat_lon,Endstat_lat,Endstat_lon
22603,1,8,15,1,4,0,523,1079,9,18,8,home,work,41.012459,-73.87949,40.752998,-73.977056
22617,1,3,40,1,4,0,531,1240,9,21,11,home,work,40.935795,-73.902668,40.752998,-73.977056
22742,1,15,15,1,4,0,443,1021,8,18,9,home,work,41.09673,-73.421132,40.752998,-73.977056
22822,1,10,30,1,3,0,457,1066,8,18,9,home,work,41.032589,-73.775208,40.752998,-73.977056
22869,1,25,15,1,3,0,393,1052,7,18,10,home,work,41.189903,-73.882394,40.752998,-73.977056
23054,1,25,10,1,4,0,1160,435,20,8,11,work,home,41.325775,-73.659061,40.752998,-73.977056
23108,1,4,10,1,3,0,379,1095,7,19,11,home,work,41.285962,-73.93042,40.752998,-73.977056
23280,1,10,5,1,1,0,481,1074,9,18,8,home,work,40.92699,-73.83948,40.752998,-73.977056
23393,1,12,30,1,4,0,454,1090,8,19,10,home,work,41.049806,-73.773142,40.752998,-73.977056
23424,1,5,5,1,4,0,413,1060,7,18,10,home,work,41.039993,-73.873083,40.752998,-73.977056
23465,1,5,10,1,1,0,454,1048,8,18,9,home,work,41.069041,-73.49788,40.752998,-73.977056
23546,1,7,10,1,4,0,425,1095,8,19,10,home,work,41.587448,-73.947226,40.752998,-73.977056
23561,1,15,15,1,4,0,384,1005,7,17,9,home,work,41.246259,-73.921884,40.752998,-73.977056
23791,1,3,12,1,3,0,412,1032,7,18,10,home,work,41.415283,-73.95809,40.752998,-73.977056
23842,1,4,10,1,4,0,518,1163,9,20,10,home,work,41.039993,-73.873083,40.752998,-73.977056
23872,1,30,30,1,3,0,466,1005,8,17,8,home,work,41.246259,-73.921884,40.752998,-73.977056
23894,1,8,12,1,4,0,460,1125,8,19,10,home,work,41.285962,-73.93042,40.752998,-73.977056
23931,1,10,30,1,4,0,357,1158,6,20,13,home,work,41.504007,-73.984528,40.752998,-73.977056
23934,1,10,15,1,2,0,527,1095,9,19,9,home,work,41.012459,-73.87949,40.752998,-73.977056
23935,1,9,7,1,4,0,379,1005,7,17,9,home,work,41.285962,-73.93042,40.752998,-73.977056
23951,1,10,20,1,4,0,458,1052,8,18,9,home,work,41.285962,-73.93042,40.752998,-73.977056
23960,1,7,15,1,4,0,340,1029,6,18,11,home,work,41.705839,-73.937946,40.752998,-73.977056
23989,1,7,90,1,3,0,366,1062,7,18,10,home,work,40.878245,-73.921455,40.752998,-73.977056
24004,1,20,10,1,4,0,440,1070,8,18,9,home,work,41.587448,-73.947226,40.752998,-73.977056
24159,1,20,10,1,2,0,407,1057,7,18,10,home,work,41.189903,-73.882394,41.189903,-73.882394
24275,1,5,20,1,2,0,676,1300,12,22,9,home,work,41.039993,-73.873083,40.874333,-73.910941
24308,1,15,5,1,3,0,448,1049,8,18,9,home,work,41.504007,-73.984528,40.752998,-73.977056
24353,1,12,30,1,4,0,379,975,7,17,9,home,work,41.285962,-73.93042,40.935795,-73.902668
24361,1,6,0,1,4,0,357,1032,6,18,11,home,work,41.504007,-73.984528,40.752998,-73.977056
24380,1,7,7,1,3,0,441,1032,8,18,9,home,work,41.415283,-73.95809,40.752998,-73.977056
24388,1,8,5,1,3,0,446,1051,8,18,9,home,work,41.38178,-73.947202,40.752998,-73.977056
24449,1,5,15,1,1,0,505,978,9,17,7,home,work,40.878245,-73.921455,40.752998,-73.977056
24542,1,15,2,1,2,0,430,1048,8,18,9,home,work,41.705839,-73.937946,40.752998,-73.977056
24610,1,20,15,1,4,0,446,1047,8,18,9,home,work,41.504007,-73.984528,40.935795,-73.902668
24629,1,5,90,1,2,0,440,1095,8,19,10,home,work,41.587448,-73.947226,41.587448,-73.947226
24666,1,2,10,1,3,0,497,1079,9,18,8,home,work,40.935795,-73.902668,40.752998,-73.977056
24711,1,20,30,1,4,0,759,1425,13,24,10,home,work,41.076473,-73.864563,40.752998,-73.977056
24779,1,10,10,1,2,0,362,920,7,16,8,home,work,40.903981,-73.914126,40.752998,-73.977056
25146,1,15,8,1,4,0,430,1049,8,18,9,home,work,41.705839,-73.937946,40.752998,-73.977056
25212,1,20,20,2,2,0,474,1094,8,19,10,home,work,41.076913,-73.472966,40.752998,-73.977056
32093,1,8,35,1,,0,1229,610,21,11,9,work,home,40.933394,-73.759792,40.752998,-73.977056
32120,1,24,31,1,2,0,1041,515,18,9,8,home,work,40.985922,-73.682553,40.8615,-73.89058
32138,1,15,20,1,1,0,1022,454,18,8,9,work,home,41.046611,-73.542846,40.752998,-73.977056
32198,1,7,6,1,3,0,459,1040,8,18,9,home,work,40.935795,-73.902668,40.752998,-73.977056
32204,1,7,5,1,4,0,457,1015,8,17,8,home,work,40.950496,-73.899062,40.752998,-73.977056
32270,1,25,10,1,3,0,432,1100,8,19,10,home,work,41.076473,-73.864563,40.752998,-73.977056
32274,1,30,10,1,4,0,432,1037,8,18,9,home,work,41.076473,-73.864563,40.752998,-73.977056
32305,1,5,10,1,4,0,432,1076,8,18,9,home,work,41.076473,-73.864563,40.752998,-73.977056
32324,1,2,30,1,4,0,434,1103,8,19,10,home,work,41.039993,-73.873083,40.752998,-73.977056
32328,1,6,20,1,3,0,436,1103,8,19,10,home,work,41.039993,-73.873083,40.752998,-73.977056
32381,1,25,0,1,4,0,464,1133,8,19,10,home,work,40.903981,-73.914126,40.752998,-73.977056
32405,1,0,7,1,2,0,530,1085,9,19,9,home,work,40.878245,-73.921455,40.752998,-73.977056
32430,1,5,10,1,4,0,432,975,8,17,8,home,work,41.076473,-73.864563,40.752998,-73.977056
32760,1,10,40,1,1,0,494,1081,9,19,9,home,work,41.194255,-73.131532,41.046611,-73.542846
32822,1,7,20,1,1,0,440,1103,8,19,10,home,work,41.012459,-73.87949,40.752998,-73.977056
32852,1,20,25,1,4,0,468,1106,8,19,10,home,work,40.878245,-73.921455,40.752998,-73.977056
32857,1,0,5,1,4,0,464,1166,8,20,11,home,work,40.903981,-73.914126,40.752998,-73.977056
32868,1,6,12,1,3,0,454,1059,8,18,9,home,work,40.972705,-73.889069,40.752998,-73.977056
32994,1,4,13,1,4,0,438,1089,8,19,10,home,work,41.026198,-73.876543,40.805157,-73.939149
32995,1,5,15,1,4,0,438,1103,8,19,10,home,work,41.026198,-73.876543,40.752998,-73.977056
33192,1,7,20,1,4,0,498,1100,9,19,9,home,work,41.046611,-73.542846,40.752998,-73.977056
33318,1,50,20,1,2,0,443,1061,8,18,9,home,work,41.09673,-73.421132,40.752998,-73.977056
33337,1,5,10,1,3,0,446,1154,8,20,11,home,work,41.077456,-73.445527,40.752998,-73.977056
33389,2,45,10,1,2,0,433,1020,8,18,9,home,work,41.09673,-73.421132,40.752998,-73.977056
33519,1,20,15,1,1,0,442,1075,8,18,9,home,work,41.296501,-72.92829,41.134844,-73.28897
33523,1,25,3,1,3,0,442,969,8,17,8,home,work,41.296501,-72.92829,41.103996,-73.404588
33612,1,15,23,1,3,0,459,1040,8,18,9,home,work,40.935795,-73.902668,40.752998,-73.977056
33701,1,10,20,1,3,0,457,1062,8,18,9,home,work,40.950496,-73.899062,40.752998,-73.977056
34052,1,6,6,1,3,0,1026,495,18,9,8,work,home,41.046611,-73.542846,40.954061,-73.736125
34185,1,10,10,2,,0,407,1061,7,18,10,home,work,41.21662,-73.426703,40.752998,-73.977056
34222,1,15,5,1,2,0,425,1029,8,18,9,home,work,41.504007,-73.984528,40.752998,-73.977056
34232,1,18,25,1,4,0,407,1070,7,18,10,home,work,41.705839,-73.937946,40.752998,-73.977056
34241,1,7,20,1,2,0,417,1070,7,18,10,home,work,41.587448,-73.947226,40.752998,-73.977056
34250,1,12,15,1,2,0,425,1095,8,19,10,home,work,41.504007,-73.984528,40.752998,-73.977056
34276,1,15,10,1,3,0,425,1095,8,19,10,home,work,41.504007,-73.984528,40.752998,-73.977056
34278,1,18,20,1,4,0,417,1048,7,18,10,home,work,41.587448,-73.947226,41.587448,-73.947226
34308,6,20,20,1,3,0,407,986,7,17,9,home,school,41.705839,-73.937946,40.805157,-73.939149
34333,1,20,5,1,3,0,425,1001,8,17,8,home,work,41.504007,-73.984528,40.752998,-73.977056
34335,1,18,15,1,4,0,478,1049,8,18,9,home,work,41.587448,-73.947226,40.752998,-73.977056
34339,1,7,10,1,1,0,417,1095,7,19,11,home,work,41.587448,-73.947226,40.752998,-73.977056
34396,1,5,7,1,3,0,370,1060,7,18,10,home,work,40.994109,-73.884512,40.752998,-73.977056
34422,1,15,10,1,1,0,356,1037,6,18,11,home,work,41.076473,-73.864563,40.752998,-73.977056
34456,1,5,15,1,3,0,363,1059,7,18,10,home,work,41.039993,-73.873083,40.752998,-73.977056
34492,1,45,10,1,3,0,407,1029,7,18,10,home,work,41.705839,-73.937946,40.752998,-73.977056
34533,1,2,36,1,4,0,519,950,9,16,6,home,work,40.935795,-73.902668,40.752998,-73.977056
34589,1,0,25,1,4,0,516,1199,9,20,10,home,work,40.972705,-73.889069,40.752998,-73.977056
34720,1,8,8,1,2,0,479,1066,8,18,9,home,work,41.296501,-72.92829,41.046611,-73.542846
34753,1,0,0,1,2,0,347,927,6,16,9,home,work,41.189903,-73.882394,40.752998,-73.977056
34789,1,15,5,1,2,0,452,1067,8,18,9,home,work,41.223231,-73.057647,41.021277,-73.624621
34818,1,10,76,1,3,0,468,1030,8,18,9,home,work,41.178677,-73.187076,40.752998,-73.977056
34853,1,10,10,1,2,0,477,1025,8,18,9,home,work,41.194255,-73.131532,41.046611,-73.542846
35017,1,5,20,1,1,0,535,1170,9,20,10,home,work,41.030171,-73.598306,40.752998,-73.977056
35018,1,10,0,1,2,0,535,1095,9,19,9,home,work,41.030171,-73.598306,40.752998,-73.977056
35100,1,6,8,1,3,0,489,1042,9,18,8,home,work,41.223231,-73.057647,41.046611,-73.542846
35162,1,6,10,1,4,0,494,1041,9,18,8,home,work,41.194255,-73.131532,40.969432,-73.712964
35623,1,4,40,1,4,0,1040,500,18,9,8,work,home,41.012459,-73.87949,40.805157,-73.939149
35709,1,15,15,1,2,0,407,1029,7,18,10,home,work,41.705839,-73.937946,40.752998,-73.977056
35777,1,10,5,1,2,0,466,1017,8,17,8,home,work,41.26763,-73.441421,41.021277,-73.624621
36139,1,5,50,1,2,0,445,1100,8,19,10,home,work,41.076473,-73.864563,40.752998,-73.977056
36147,1,12,20,1,3,0,438,1056,8,18,9,home,work,41.135763,-73.866163,40.752998,-73.977056
36159,1,12,20,1,4,0,438,1037,8,18,9,home,work,41.135763,-73.866163,40.752998,-73.977056
36175,1,15,40,1,4,0,445,1322,8,23,14,home,work,41.076473,-73.864563,40.752998,-73.977056
36187,1,7,10,1,3,0,438,1130,8,19,10,home,work,41.135763,-73.866163,40.752998,-73.977056
36534,1,20,10,1,2,0,530,1082,9,19,9,home,work,40.878245,-73.921455,40.752998,-73.977056
36563,1,5,5,1,4,0,452,1058,8,18,9,home,work,41.376225,-73.418171,41.146618,-73.427859
36617,1,4,5,1,2,0,523,1042,9,18,8,home,work,40.924972,-73.904612,40.752998,-73.977056
36632,1,15,10,1,3,0,447,1036,8,18,9,home,work,41.396363,-73.450163,41.046611,-73.542846
36671,1,10,10,1,4,0,530,1062,9,18,8,home,work,40.878245,-73.921455,40.752998,-73.977056
37096,1,18,5,1,3,0,552,1105,10,19,8,home,work,40.972705,-73.889069,40.752998,-73.977056
37486,1,40,2,1,2,0,798,1402,14,24,9,home,work,41.178677,-73.187076,40.752998,-73.977056
37756,1,5,15,2,4,0,476,1076,8,18,9,home,work,40.954061,-73.736125,40.752998,-73.977056
37761,1,5,15,1,1,0,480,1076,9,18,8,home,work,40.933394,-73.759792,40.752998,-73.977056
37767,1,25,5,2,4,0,459,1045,8,18,9,home,work,41.259552,-73.684155,40.752998,-73.977056
37774,1,10,20,2,2,0,528,1154,9,20,10,home,work,41.09673,-73.421132,40.752998,-73.977056
37797,1,5,20,1,3,0,478,1069,8,18,9,home,work,41.010333,-73.796407,40.752998,-73.977056
37845,1,5,20,1,3,0,456,1088,8,19,10,home,work,41.146305,-73.495626,40.752998,-73.977056
37851,1,10,75,1,1,0,456,1046,8,18,9,home,work,41.146305,-73.495626,41.146305,-73.495626
37921,5,5,20,1,3,0,1053,1255,18,21,2,home,school,41.032589,-73.775208,40.752998,-73.977056
37946,1,12,25,1,4,0,1049,488,18,9,8,work,home,41.049806,-73.773142,40.8615,-73.89058
38102,1,20,45,1,4,0,1041,420,18,8,9,work,home,41.108581,-73.79625,40.8615,-73.89058
38104,1,7,20,1,2,0,1037,423,18,8,9,work,home,41.135222,-73.792661,40.8615,-73.89058
38183,1,25,8,1,3,0,487,1110,9,19,9,home,work,41.259552,-73.684155,40.752998,-73.977056
38226,1,5,7,1,3,0,503,1132,9,19,9,home,work,41.158015,-73.774885,40.752998,-73.977056
38435,1,3,14,1,4,0,212,1092,4,19,14,home,work,41.122265,-73.315408,40.752998,-73.977056
38443,1,10,15,1,3,0,386,1084,7,19,11,home,work,41.143077,-73.257742,40.752998,-73.977056
38445,1,20,20,1,3,0,379,1059,7,18,10,home,work,41.178677,-73.187076,40.752998,-73.977056
38452,1,15,5,1,4,0,369,1080,7,19,11,home,work,41.223231,-73.057647,40.752998,-73.977056
38505,1,7,25,1,2,0,506,1198,9,20,10,home,work,41.135222,-73.792661,40.752998,-73.977056
38559,1,15,10,1,2,0,443,1086,8,19,10,home,work,41.158015,-73.774885,40.752998,-73.977056
38619,7,5,65,1,1,0,767,1192,13,20,6,home,leisure,41.108581,-73.79625,40.752998,-73.977056
38724,2,12,20,1,4,0,750,1132,13,19,5,home,leisure,41.237316,-73.699936,40.752998,-73.977056
38813,1,10,25,1,2,0,516,1018,9,17,7,home,work,41.032589,-73.775208,40.752998,-73.977056
38829,1,5,10,1,3,0,489,1110,9,19,9,home,work,41.259552,-73.684155,40.752998,-73.977056
38842,6,10,10,1,3,0,446,887,8,15,6,home,school,41.135222,-73.792661,40.866555,-73.883109
38884,1,20,20,1,3,0,491,1017,9,17,7,home,work,41.237316,-73.699936,40.805157,-73.939149
38962,1,10,20,1,1,0,474,1134,8,19,10,home,work,41.347722,-73.662269,40.752998,-73.977056
38983,1,7,10,1,4,0,450,1090,8,19,10,home,work,41.108581,-73.79625,40.752998,-73.977056
39059,1,5,10,1,4,0,495,1045,9,18,8,home,work,41.208242,-73.729778,40.752998,-73.977056
39086,1,4,10,1,,0,484,1250,9,21,11,home,work,41.294338,-73.677655,40.752998,-73.977056
39105,1,15,10,1,3,0,553,1196,10,20,9,home,work,41.237316,-73.699936,40.752998,-73.977056
39176,1,10,12,1,3,0,454,1146,8,20,11,home,work,41.146305,-73.495626,40.752998,-73.977056
39201,1,5,15,1,2,0,90,1139,2,19,16,home,work,41.108581,-73.79625,40.752998,-73.977056
39213,1,0,10,1,4,0,450,1090,8,19,10,home,work,41.108581,-73.79625,40.752998,-73.977056
39221,1,4,20,1,2,0,437,1388,8,24,15,home,work,41.208242,-73.729778,40.752998,-73.977056
39264,1,0,10,1,4,0,594,1040,10,18,7,home,work,40.910321,-73.810242,40.752998,-73.977056
39282,1,15,15,1,4,0,479,1098,8,19,10,home,work,40.911605,-73.783807,40.752998,-73.977056
39350,1,20,15,1,1,0,587,1053,10,18,7,home,work,40.933394,-73.759792,40.752998,-73.977056
39366,1,3,5,1,1,0,584,1151,10,20,9,home,work,40.954061,-73.736125,40.752998,-73.977056
39389,1,0,3,1,2,0,594,1079,10,18,7,home,work,40.910321,-73.810242,40.752998,-73.977056
39530,1,35,0,1,3,0,358,995,6,17,10,home,work,41.296501,-72.92829,40.752998,-73.977056
39533,1,12,23,1,2,0,414,1084,7,19,11,home,work,41.046611,-73.542846,40.752998,-73.977056
39545,1,15,20,1,3,0,386,979,7,17,9,home,work,41.143077,-73.257742,40.805157,-73.939149
39573,1,12,8,1,4,0,1181,1046,20,18,1,home,work,41.116012,-73.498149,40.752998,-73.977056
39656,1,0,15,1,3,0,469,1257,8,21,12,home,work,41.070547,-73.520021,40.752998,-73.977056
39689,1,15,15,1,3,0,461,1207,8,21,12,home,work,41.116012,-73.498149,40.752998,-73.977056
39719,1,8,15,1,1,0,464,1088,8,19,10,home,work,41.08876,-73.517828,40.752998,-73.977056
39754,1,10,10,1,2,0,460,1088,8,19,10,home,work,41.146305,-73.495626,40.752998,-73.977056
39756,1,0,15,1,4,0,414,1043,7,18,10,home,work,41.046611,-73.542846,40.752998,-73.977056
39781,1,3,10,1,1,0,396,1043,7,18,10,home,work,41.122265,-73.315408,40.752998,-73.977056
39856,1,0,15,1,4,0,1088,981,19,17,1,home,work,41.223231,-73.057647,41.046611,-73.542846
39891,1,2,1,1,3,0,396,1092,7,19,11,home,work,41.118928,-73.371413,40.752998,-73.977056
40252,1,2,45,1,4,0,985,490,17,9,7,work,home,40.933394,-73.759792,40.805157,-73.939149
40326,1,15,90,1,4,0,1045,500,18,9,8,work,home,41.032589,-73.775208,40.752998,-73.977056
41226,1,12,3,1,4,0,454,958,8,16,7,home,work,41.294338,-73.677655,40.93978,-73.835208
41438,1,8,5,1,2,0,508,1082,9,19,9,home,work,40.92699,-73.83948,40.752998,-73.977056
41456,1,15,20,1,2,0,512,1054,9,18,8,home,work,40.912142,-73.851129,40.752998,-73.977056
41464,1,10,15,1,3,0,498,1116,9,19,9,home,work,40.989168,-73.808634,40.752998,-73.977056
41502,1,6,10,1,4,0,502,1200,9,21,11,home,work,40.958997,-73.820564,40.752998,-73.977056
41625,1,7,25,1,3,0,480,1116,9,19,9,home,work,41.010333,-73.796407,40.752998,-73.977056
41630,1,0,10,1,1,0,527,1094,9,19,9,home,work,41.010333,-73.796407,40.752998,-73.977056
41691,1,5,5,1,4,0,526,1021,9,18,8,home,work,41.010333,-73.796407,40.752998,-73.977056
41723,1,10,30,1,4,0,597,1100,10,19,8,home,work,40.958997,-73.820564,40.752998,-73.977056
41738,1,25,5,1,1,0,526,1021,9,18,8,home,work,41.010333,-73.796407,40.752998,-73.977056
41754,1,12,12,1,3,0,533,1118,9,19,9,home,work,40.958997,-73.820564,40.752998,-73.977056
41791,1,5,45,1,3,0,526,1051,9,18,8,home,work,41.010333,-73.796407,40.752998,-73.977056
42018,1,15,20,1,4,0,542,1100,10,19,8,home,work,40.92699,-73.83948,40.752998,-73.977056
42027,1,12,35,1,3,0,542,1168,10,20,9,home,work,40.92699,-73.83948,40.752998,-73.977056
42172,1,7,20,1,2,0,596,1145,10,20,9,home,work,40.949393,-73.830166,40.752998,-73.977056
42179,6,0,0,1,4,0,545,975,10,17,6,home,school,40.912142,-73.851129,40.8615,-73.89058
42692,1,4,20,1,4,0,397,1047,7,18,10,home,work,41.135222,-73.792661,40.752998,-73.977056
42781,6,2,20,1,2,0,767,1260,13,22,8,home,school,40.92699,-73.83948,40.752998,-73.977056
42813,1,8,1,1,1,0,387,1080,7,19,11,home,work,41.208242,-73.729778,40.752998,-73.977056
42815,1,20,20,1,4,0,380,1003,7,17,9,home,work,41.259552,-73.684155,40.752998,-73.977056
42859,1,10,25,1,3,0,1042,473,18,8,9,work,home,41.032589,-73.775208,40.752998,-73.977056
42885,1,8,15,1,,0,1212,524,21,9,11,school,home,40.989168,-73.808634,40.895361,-73.862916
42900,1,4,20,1,4,0,1042,492,18,9,8,home,leisure,41.032589,-73.775208,40.752998,-73.977056
42953,1,20,15,1,3,0,1042,460,18,8,9,work,home,41.032589,-73.775208,40.752998,-73.977056
43054,1,8,10,1,3,0,537,1069,9,18,8,home,work,40.958997,-73.820564,40.752998,-73.977056
43069,1,10,10,1,4,0,513,1290,9,22,12,home,work,40.949393,-73.830166,40.752998,-73.977056
43140,1,0,58,1,1,0,388,980,7,17,9,home,work,41.208242,-73.729778,40.752998,-73.977056
43231,1,35,15,1,4,0,409,1047,7,18,10,home,work,41.049806,-73.773142,40.752998,-73.977056
43252,1,15,30,1,3,0,401,1113,7,19,11,home,work,41.108581,-73.79625,40.752998,-73.977056
43254,1,5,30,1,3,0,400,1113,7,19,11,home,work,41.108581,-73.79625,40.752998,-73.977056
43287,1,10,5,1,4,0,391,1063,7,18,10,home,work,41.158015,-73.774885,40.752998,-73.977056
43296,1,10,10,1,4,0,391,1045,7,18,10,home,work,41.158015,-73.774885,40.752998,-73.977056
43298,1,14,12,1,4,0,394,1110,7,19,11,home,work,41.158015,-73.774885,40.752998,-73.977056
44080,1,7,40,1,3,0,1138,514,19,9,9,work,home,41.046611,-73.542846,40.752998,-73.977056
44326,1,10,10,1,,0,444,992,8,17,8,home,leisure,41.09673,-73.421132,41.046611,-73.542846
44353,1,5,4,1,1,0,450,1095,8,19,10,home,work,41.031682,-73.588173,40.752998,-73.977056
44429,1,5,15,1,4,0,448,1115,8,19,10,home,work,41.033817,-73.565859,40.752998,-73.977056
44460,1,10,10,1,3,0,453,1050,8,18,9,home,work,41.030171,-73.598306,40.752998,-73.977056
44715,1,15,5,1,1,0,435,992,8,17,8,home,work,40.866555,-73.883109,40.752998,-73.977056
44722,1,3,10,1,3,0,443,1051,8,18,9,home,work,40.989168,-73.808634,40.752998,-73.977056
44788,6,4,31,1,2,0,424,882,8,15,6,home,school,41.072819,-73.772599,40.8615,-73.89058
44918,1,10,30,1,3,0,443,1076,8,18,9,home,work,41.157663,-73.869281,40.752998,-73.977056
44963,1,0,60,1,2,0,439,1052,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
45132,1,0,15,1,2,0,622,940,11,16,4,home,work,40.933394,-73.759792,40.752998,-73.977056
45187,1,6,8,1,4,0,632,1125,11,19,7,home,work,40.910321,-73.810242,40.752998,-73.977056
45273,1,5,5,1,4,0,438,1267,8,22,13,home,work,41.08876,-73.517828,40.752998,-73.977056
45344,1,20,20,1,3,0,462,1061,8,18,9,home,work,41.046611,-73.542846,40.752998,-73.977056
45541,1,6,8,1,4,0,443,1037,8,18,9,home,work,41.157663,-73.869281,40.752998,-73.977056
45573,1,5,3,1,4,0,407,1005,7,17,9,home,work,41.246259,-73.921884,40.752998,-73.977056
45598,1,4,12,1,3,0,406,1123,7,19,11,home,work,41.246259,-73.921884,40.752998,-73.977056
45603,1,3,2,1,3,0,402,1032,7,18,10,home,work,41.285962,-73.93042,40.752998,-73.977056
45604,3,5,47,1,4,0,403,891,7,15,7,home,leisure,41.285962,-73.93042,40.805157,-73.939149
45615,1,5,80,1,4,0,378,1005,7,17,9,home,work,41.504007,-73.984528,40.752998,-73.977056
45652,1,18,5,1,4,0,378,970,7,17,9,home,work,41.504007,-73.984528,40.752998,-73.977056
45660,1,5,15,1,4,0,406,1095,7,19,11,home,work,41.246259,-73.921884,40.752998,-73.977056
45664,1,14,55,1,3,0,402,970,7,17,9,home,work,41.285962,-73.93042,40.752998,-73.977056
45751,1,5,5,1,4,0,407,1190,7,20,12,home,work,41.246259,-73.921884,40.752998,-73.977056
45813,6,8,25,1,4,0,1015,1388,17,24,6,home,school,41.049806,-73.773142,40.752998,-73.977056
45831,1,2,30,1,1,0,990,446,17,8,8,work,home,41.237316,-73.699936,41.032589,-73.775208
45952,1,3,0,1,3,0,883,480,15,9,5,work,home,41.135222,-73.792661,40.752998,-73.977056
45973,1,5,15,1,4,0,399,1000,7,17,9,home,leisure,41.103996,-73.404588,41.046611,-73.542846
46035,1,1,8,1,1,0,371,1066,7,18,10,home,work,41.21662,-73.426703,40.752998,-73.977056
46041,1,15,7,1,4,0,398,1100,7,19,11,home,work,41.26763,-73.441421,40.752998,-73.977056
46069,1,10,3,1,1,0,382,1061,7,18,10,home,work,41.376225,-73.418171,40.752998,-73.977056
46116,1,8,10,1,4,0,383,1036,7,18,10,home,work,41.376225,-73.418171,41.046611,-73.542846
46144,1,5,15,1,4,0,417,1060,7,18,10,home,work,41.146618,-73.427859,40.752998,-73.977056
46149,1,5,30,1,4,0,411,1100,7,19,11,home,work,41.196202,-73.432434,40.752998,-73.977056
46169,1,20,90,1,3,0,441,1100,8,19,10,home,work,41.046611,-73.542846,40.752998,-73.977056
46183,1,4,40,1,2,0,383,1024,7,18,10,home,work,41.376225,-73.418171,40.752998,-73.977056
46204,1,5,30,1,3,0,417,1026,7,18,10,home,work,41.146618,-73.427859,40.752998,-73.977056
46226,1,5,10,1,2,0,399,1061,7,18,10,home,work,41.26763,-73.441421,40.752998,-73.977056
46283,1,18,4,1,2,0,441,1122,8,19,10,home,work,41.046611,-73.542846,40.752998,-73.977056
46310,1,10,10,1,3,0,381,1036,7,18,10,home,work,41.376225,-73.418171,41.046611,-73.542846
46335,1,10,10,1,4,0,417,1060,7,18,10,home,work,41.146618,-73.427859,40.752998,-73.977056
46368,1,7,8,1,2,0,272,1049,5,18,12,home,work,41.504007,-73.984528,40.752998,-73.977056
46399,1,7,25,1,4,0,592,1079,10,18,7,home,work,40.935795,-73.902668,40.752998,-73.977056
46421,1,15,13,1,3,0,585,1042,10,18,7,home,work,40.972705,-73.889069,40.752998,-73.977056
46452,6,45,15,1,2,0,623,793,11,14,2,home,school,40.994109,-73.884512,40.752998,-73.977056
46486,1,5,20,1,4,0,443,1056,8,18,9,home,work,41.157663,-73.869281,40.752998,-73.977056
46602,1,5,55,1,3,0,439,1051,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
46615,1,25,10,1,1,0,439,1051,8,18,9,home,work,41.189903,-73.882394,40.752998,-73.977056
46640,1,10,10,1,4,0,378,1052,7,18,10,home,work,41.504007,-73.984528,40.752998,-73.977056
46674,1,15,25,1,,0,402,1005,7,17,9,home,work,41.285962,-73.93042,40.752998,-73.977056
46685,1,10,15,1,4,0,402,981,7,17,9,home,work,41.285962,-73.93042,40.805157,-73.939149
46686,1,15,8,1,3,0,402,1074,7,18,10,home,work,41.285962,-73.93042,41.012459,-73.87949
46716,1,10,10,1,3,0,402,1032,7,18,10,home,work,41.285962,-73.93042,40.752998,-73.977056
47013,1,10,15,1,4,0,417,1052,7,18,10,home,work,41.189903,-73.882394,40.752998,-73.977056
47028,1,25,5,1,1,0,378,1004,7,17,9,home,work,41.504007,-73.984528,40.752998,-73.977056
47398,1,7,30,1,1,0,784,1092,14,19,4,home,work,40.910321,-73.810242,40.752998,-73.977056
47455,1,5,25,1,3,0,459,1144,8,20,11,home,work,41.021277,-73.624621,40.752998,-73.977056
47511,5,8,15,1,4,0,1103,1380,19,24,4,home,leisure,40.933394,-73.759792,40.752998,-73.977056
47584,1,15,20,2,2,0,450,1021,8,18,9,home,work,41.108581,-73.79625,40.752998,-73.977056
47607,1,5,15,2,3,0,417,970,7,17,9,home,work,41.587448,-73.947226,40.752998,-73.977056
47627,1,25,5,2,4,0,382,1037,7,18,10,home,work,41.157663,-73.869281,40.752998,-73.977056
47632,1,10,20,2,3,0,378,1158,7,20,12,home,work,41.189903,-73.882394,40.752998,-73.977056
47635,1,20,20,2,1,0,446,1070,8,18,9,home,work,41.705839,-73.937946,40.752998,-73.977056
49905,1,15,6,1,1,0,930,442,16,8,7,work,home,41.032589,-73.775208,40.805157,-73.939149
49935,1,13,15,1,2,0,24,1050,1,18,16,home,work,40.92699,-73.83948,40.92699,-73.83948
50055,1,18,25,1,4,0,618,1165,11,20,8,home,work,40.958997,-73.820564,40.752998,-73.977056
50222,1,25,60,1,2,0,1130,557,19,10,8,work,home,41.032589,-73.775208,40.8615,-73.89058
50229,1,5,4,1,1,0,1085,1314,19,22,2,home,work,41.39447,-73.619802,40.752998,-73.977056
50623,1,30,30,1,3,0,1085,458,19,8,10,home,work,41.032589,-73.775208,41.032589,-73.775208
50887,1,5,5,2,2,0,463,1056,8,18,9,home,work,41.135763,-73.866163,40.752998,-73.977056
51093,1,12,10,1,3,0,490,1066,9,18,8,home,work,41.118928,-73.371413,40.752998,-73.977056
